"","name","label"
"340","JC134","EVER DRUNK ALCOHOL"
"341","JC135","R FELT NEED TO CUT DOWN DRINKING"
"342","JC136","FELT ANNOYED BY CRITICISM ABOUT DRINKING"
"343","JC137","GUILT OVER DRINKING"
"344","JC138","EVER DRINK IN THE MORNING"
"345","JC139","WEIGHT IN POUNDS"
"346","JC140","WEIGHT GAIN/LOSS 10 LBS. SINCE PREV WAVE"
"347","JC226","MOST EVER WEIGH- POUNDS"
"348","JC227","MOST EVER WEIGH- KG"
"349","JC228","MOST EVER WEIGH- WHAT AGE"
"350","JC228A","MOST EVER WEIGH- WHAT AGE-YR GIVEN"
"351","JC141","HEIGHT FEET"
"352","JC142","HEIGHT INCHES"
"353","JC143","SWELLING FEET/ANKLES"
"354","JC144","SHORTNESS OF BREATH"
"355","JC145","EVER BEEN DIZZY"
"356","JC146","BACK PAIN OR PROBLEMS"
"357","JC147","PERSISTENT HEADACHE"
"358","JC148","SEVERE FATIGUE"
"359","JC149","PERSISTENT COUGH/WHEEZE/PHLEGM"
"360","JC229","DAYS IN BED"
"361","JC150","FELT DEPRESSED IN PAST YR"
"362","JC151","DEPRESSED WHAT PORTION OF DAY"
"363","JC152","DEPRESSED EVERY DAY"
"364","JC153","LOSS OF INTEREST"
"365","JC154","FEELING TIRED"
"366","JC155","LOSE APPETITE"
"367","JC156","APPETITE INCREASE"
"368","JC157","TROUBLE FALL ASLEEP"
"369","JC158","FREQ OF TROUBLE FALLING ASLEEP"
"370","JC159","TROUBLE CONCENTRATING"
"371","JC160","FEELING DOWN ON YOURSELF"
"372","JC161","THOUGHTS ABOUT DEATH"
"373","JC162","CHECKPOINT DEPRESSION"
"374","JC163","DEPRESSED REVIEW WEEKS"
"375","JC164","DEPRESSED REVIEW MOS"
"376","JC165","DEPRESSED REVIEW ENTIRE YEAR"
"377","JC166","MOST RECENT MO- SAD/DEPRESSED"
"378","JC167","LOSE INTEREST- CIDI"
"379","JC168","LOSE INTEREST OFTEN- CIDI"
"380","JC169","LOSE INTEREST DYSFUNCTION- CIDI"
"381","JC170","FEELING TIRED- CIDI"
"382","JC171","LOST APPETITE- CIDI"
"383","JC172","APPETITE INCREASE- CIDI"
"384","JC173","TROUBLE FALLING ASLEEP- CIDI"
"385","JC174","FREQUENCY OF SLEEP TROUBLE- CIDI"
"386","JC175","TROUBLE CONCENTRATE- CIDI"
"387","JC176","FEELING DOWN ON ONESELF- CIDI"
"388","JC177","INTEREST IN DEATH- CIDI"
"389","JC178","REVIEW CHECKPOINT- SECTION C"
"390","JC179","REVIEW LOSS OF INTEREST-WEEKS"
"391","JC180","REVIEW LOSS OF INTEREST-MONTHS"
"392","JC181","REVIEW LOSS OF INTEREST-ENTIRE YEAR"
"393","JC182","REVIEW LOSS OF INTEREST- MOST RECENT MO"
"394","JC183","ASSIST SECTION C - HEALTH"
"395","HHIDC.R","Household ID (Numeric)"
"396","JHHIDNC.R","HRS 2004 HOUSEHOLD + SUBHH (Num)"
"397","PNC.R","Person Number (Numeric)"
"398","JSUBHHD.R","HRS 2004 SUB-HOUSEHOLD ID (Char)"
"399","JCSRD.R","2004 WHETHER COVERSHEET RESPONDENT"
"400","JFAMRD.R","2004 WHETHER FAMILY RESPONDENT"
"401","JFINRD.R","2004 WHETHER FINANCIAL RESPONDENT"
"402","JD101","RATE MEMORY"
"403","JD102","RATE MEMORY PAST"
"404","JD103","WORDS PREAMBLE"
"405","JD104","D104 WORD LIST ASSIGNMENT"
"406","JD182M1","WORD RECALL IMMEDIATE -1"
"407","JD182M2","WORD RECALL IMMEDIATE -2"
"408","JD182M3","WORD RECALL IMMEDIATE -3"
"409","JD182M4","WORD RECALL IMMEDIATE -4"
"410","JD182M5","WORD RECALL IMMEDIATE -5"
"411","JD182M6","WORD RECALL IMMEDIATE -6"
"412","JD182M7","WORD RECALL IMMEDIATE -7"
"413","JD182M8","WORD RECALL IMMEDIATE -8"
"414","JD182M9","WORD RECALL IMMEDIATE -9"
"415","JD182M10","WORD RECALL IMMEDIATE -10"
"416","JD182M11","WORD RECALL IMMEDIATE -11"
"417","JD182M12","WORD RECALL IMMEDIATE -12"
"418","JD174","NUMBER GOOD - IMMEDIATE"
"419","JD175","NUMBER WRONG - IMMEDIATE"
"420","JD176","NUMBER FORGOTTEN - IMMEDIATE"
"421","JD177","NONE REMEMBERED - IMMEDIATE"
"422","JD108M1","D108M IWER CHECKPOINT -1"
"423","JD108M2","D108M IWER CHECKPOINT -2"
"424","JD108M3","D108M IWER CHECKPOINT -3"
"425","JD108M4","D108M IWER CHECKPOINT"
"426","JD110","FEELING DEPRESSED W/IN PREV WK"
"427","JD111","FELT ACTIVITIES WERE EFFORTS"
"428","JD112","WAS SLEEP RESTLESS W/IN PREV WK"
"429","JD113","WAS R HAPPY W/IN PREV WK"
"430","JD114","LONELINESS FELT W/IN PREV WK"
"431","JD115","ENJOYED LIFE W/IN PREV WK"
"432","JD116","FELT SAD W/IN PREV WK"
"433","JD117","FELT UNMOTIVATED W/IN PREV WK"
"434","JD118","FELT FULL OF ENERGY W/IN PREV WK"
"435","JD120","COUNT 20 - FIRST TRY"
"436","JD122","INTRO-END 1ST TRY CNT BACKWARDS"
"437","JD124","IWER CHECK 20-1ST TRY"
"438","JD124A","IWER CHECK 20-1ST TRY-UNDER 65 OR NEW R"
"439","JD125","INTRO COUNT BACKWARDS 2ND TRY"
"440","JD127","INTRO END CNT BACKWARDS 2ND TRY"
"441","JD129","IWER CHECK 20- SECOND TRY"
"442","JD135","COUNT 86- SECOND TRY"
"443","JD137","D137 CONTINUE INTERVIEW- END"
"444","JD139","IWER CHECK 86-2ND TRY"
"445","JD142","SERIES MINUS 7- 1"
"446","JD143","SERIES MINUS 7- 2"
"447","JD144","SERIES MINUS 7- 3"
"448","JD145","SERIES MINUS 7- 4"
"449","JD146","SERIES MINUS 7- 5"
"450","JD183M1","WORD RECALL DELAYED -1"
"451","JD183M2","WORD RECALL DELAYED -2"
"452","JD183M3","WORD RECALL DELAYED -3"
"453","JD183M4","WORD RECALL DELAYED -4"
"454","JD183M5","WORD RECALL DELAYED -5"
"455","JD183M6","WORD RECALL DELAYED -6"
"456","JD183M7","WORD RECALL DELAYED -7"
"457","JD183M8","WORD RECALL DELAYED -8"
"458","JD183M9","WORD RECALL DELAYED -9"
"459","JD183M10","WORD RECALL DELAYED -10"
"460","JD183M11","WORD RECALL DELAYED -11"
"461","JD183M12","WORD RECALL DELAYED -12"
"462","JD183M13","WORD RECALL DELAYED -13"
"463","JD183M14","WORD RECALL DELAYED -14"
"464","JD183M15","WORD RECALL DELAYED -15"
"465","JD183M16","WORD RECALL DELAYED -16"
"466","JD184","NUMBER GOOD - DELAYED"
"467","JD185","NUMBER WRONG - DELAYED"
"468","JD186","NUMBER FORGOTTEN - DELAYED"
"469","JD187","NONE REMEMBERED - DELAYED"
"470","JD150","COGNITION INTRO"
"471","JD151","TODAYS DATE- MONTH"
"472","JD152","TODAYS DATE- DAY"
"473","JD153","TODAYS DATE- YEAR"
"474","JD154","TODAYS DATE- DAY OF WEEK"
"475","JD155","TOOL USED TO CUT PAPER"
"476","JD156","NAME OF PRICKLY DESERT PLANT"
"477","JD157","WHO IS THE PRESIDENT OF US"
"478","JD158","WHO IS THE VICE-PRESIDENT OF US"
"479","JD170","TICS SCORE COUNT"
"480","JD170A","TICS SCORE COUNT -UNDER 65 OR NEW R"
"481","JD159","D159 CONTINUE IW- VOCAB WORDS"
"482","JD161","MEANING OF REPAIR/CONCEAL"
"483","JD163","MEANING OF FABRIC/ENORMOUS"
"484","JD165","MEANING OF DOMESTIC/PERIMETER"
"485","JD167","MEANING OF REMORSE/COMPASSION"
"486","JD169","MEANING OF PLAGIARIZE/AUDACIOUS"
"487","JD178","CHANCE GET DISEASE"
"488","JD179","LOTTERY SPLIT 5 WAYS"
"489","JD180","INTEREST ON SAVINGS"
"490","JD172","D172 FLAG ASSIST - D"
"491","JD171","ASSIST SECTION D - COGNITIVE"
"492","JD501","RATE MEMORY- PC"
"493","JD502","COMPARE MEM TO PREV WAVE- PC"
"494","JD505","MEM/INTELLIGENCE INTRO- PC"
"495","JD506","RATE R AT REMEMBERING THINGS- PC"
"496","JD507","ORGANIZATION IMPROVED- PC"
"497","JD508","ORGANIZATION WORSE- PC"
"498","JD509","RATE R AT REMEMBERING RECENT EVENTS- PC"
"499","JD510","REMEMBERING RECENT EVENTS IMPROVED- PC"
"500","JD511","REMEMBERING RECENT EVENTS WORSE- PC"
"501","JD512","RATE R AT CONVERSATION RECALL- PC"
"502","JD513","CONVERSATION RECALL IMPROVED- PC"
"503","JD514","CONVERSATION RECALL WORSE- PC"
"504","JD515","RATE REMEMBERING OWN PHONE NUM- PC"
"505","JD516","REMEMBERING OWN PHONE NUM IMPROVE- PC"
"506","JD517","REMEMBERING OWN PHONE NUM WORSE- PC"
"507","JD518","RATE REMEMBERING CURRENT DY/MO- PC"
"508","JD519","REMEMBERING CURRENT DY/MO IMPROVE- PC"
"509","JD520","REMEMBERING CURRENT DY/MO WORSE- PC"
