"","name","label"
"85","nxmod.eh","nxmod_eh: no data in module e_h (fam)"
"86","nxmod.hh","nxmod_hh: no data in module h_h (fin)"
"87","nxmod.qh","nxmod_qh: no data in module q_h (fin)"
"88","nxmod.rh","nxmod_rh: no data in module r_h (fin)"
"89","nxmod.ah","nxmod_ah: no data in module a_h (cs)"
"90","n.hhtyp","hrs12: household type (1r or 2r)    label"
"91","nr.inhh","hrs12: # potential r in hhold"
"92","nproxyd","hrs12: proxy flag (derived)"
"93","nproxyr","hrs12 proxy: relationship to r"
"94","nprviw","hrs12: previous interview (a-h)"
"95","nprviwmo","month of previous interview"
"96","nprviwyr","year of previous interview"
"97","v.birthyr","hrs12: prev value birthyr if changed"
"98","v.gender","hrs12: prev value gender if changed"
"99","hispan01","hrs12: whether hispanic (0=no,1=yes)"
"100","gend.r","hrs12: gend_r-best guess r gender"
"101","ngenflag","hrs12: ngenflag-flag gender discrepancy"
"102","eligible","eligible: cohort eligibility"
"103","hispanf",NA
"104","npn.sp","2012 spouse/partner person number"
"105","na500","date of interview - month"
"106","na501","date of interview - year"
"107","na061","last calendar yr calculated"
"108","na062","two years ago"
"109","na063","elapsed months from now to two yrs ago"
"110","na064","num mo from prev wave iw to two yrs ago"
"111","na002","respondent agree to interview"
"112","na009","proxy/self interview"
"113","na010","current - wave proxy"
"114","na103","proxy relationship to r"
"115","na011","proxy iw cognitive impairment rating"
"116","na012","select language"
"117","na019","r current age calculation"
"118","na028","r in nursing home"
"119","na065","month moved to nh"
"120","na066","year moved to nurs home"
"121","na068m","region facility located - masked"
"122","na099","number of resident children"
"123","na100","count of nonresident kids"
"124","na101","count of kids - not their spouses"
"125","na106","count of contact kids"
"126","na113","count of child childlaw and grandchild"
"127","nvdate","2012 data model version"
"128","nversion","2012 data release version"
"129","nb084","iw mode"
"130","nb000","life satisfation"
"131","nb001","intro-demographics"
"132","nb002","born in us"
"133","nb003m","state born - masked"
"134","nb006","arrive in us-year"
"135","nb007","arrive in us-years ago"
"136","nb008","arrive in us-at age"
"137","nb009","ever leave us"
"138","nb010","returned to us-year"
"139","nb011","returned to us-years ago"
"140","nb012","returned to us-at age"
"141","nb013","number years outside of us"
"142","nb085","us citizenship"
"143","nb086","born us citizen"
"144","nb087","year became us citizen"
"145","nb014","r highest level of education"
"146","nb015","r earn high school diploma/ged"
"147","nb016","r college degree"
"148","nb017m","r highest degree - masked"
"149","nb098","b098 intro"
"150","nb019","rate health as child"
"151","nb099","childhood - missed school"
"152","nb100","measles before age 16"
"153","nb101","mumps before age 16"
"154","nb102","chicken pox before age 16"
"155","nb103","difficulty seeing before age 16"
"156","nb104","parents/guardians smoke"
"157","nb105","asthma before age 16"
"158","nb106","diabetes before age 16"
"159","nb107","respiratory disorder before age 16"
"160","nb108","speech impairment before age 16"
"161","nb109","allergic condition before age 16"
"162","nb110","heart trouble before age 16"
"163","nb111","ear problems before age 16"
"164","nb112","epilepsy or seizures before age 16"
"165","nb113","headaches or migraines before age 16"
"166","nb114","stomach problems before age 16"
"167","nb115","high bp before age 16"
"168","nb116","depression before age 16"
"169","nb117","drugs/alcohol problems before age 16"
"170","nb118","other  psych problems before age 16"
"171","nb119","childhood- concussion or severe head injury"
"172","nb120","childhood- disability"
"173","nb121m1m","cause of disability -1 masked"
"174","nb122","childhood-smoking"
"175","nb123","childhood-learning problems"
"176","nb124","childhood-any other conditions"
"177","nb125m1m","childhood conditions - 1 masked"
"178","nb126","childhood health follow-ups intro"
"179","nb127.1","age first diagnosed-asthma"
"180","nb128.1","age first diagnosed-dk-asthma"
"181","nb129.1","age stop having -asthma"
"182","nb127.2","age first diagnosed -diabetes"
"183","nb128.2","age first diagnosed-dk-diabetes"
"184","nb129.2","age stop having -diabetes"
"185","nb127.3","age first diagnosed -resp disorder"
"186","nb128.3","age first diagnosed-dk-resp disorder"
"187","nb129.3","age stop having -resp disorder"
"188","nb127.4","age first diagnosed -speech imp"
"189","nb128.4","age first diagnosed-dk-speech imp"
"190","nb129.4","age stop having -speech imp"
"191","nb127.5","age first diagnosed-allergic condition"
"192","nb128.5","age first diagnosed-dk-allergic cond"
"193","nb129.5","age stop having -allergic condition"
"194","nb127.6","age first diagnosed -heart trouble"
"195","nb128.6","age first diagnosed-dk-heart trouble"
"196","nb129.6","age stop having-heart trouble"
"197","nb127.7","age first diagnosed -ear problems"
"198","nb128.7","age first diagnosed-dk-ear problems"
"199","nb129.7","age stop having-ear problems"
"200","nb127.8","age first diagnosed -epilepsy"
"201","nb128.8","age first diagnosed-dk-epilepsy"
"202","nb129.8","age stop having-epilepsy"
"203","nb127.9","age first diagnosed -migraines"
"204","nb128.9","age first diagnosed-dk-migraines"
"205","nb129.9","age stop having-migraines"
"206","nb127.10","age first diagnosed -stomach probs"
"207","nb128.10","age first diagnosed-dk-stomach probs"
"208","nb129.10","age stop having -stomach probs"
"209","nb127.11","age first diagnosed -high bp"
"210","nb128.11","age first diagnosed-dk-high bp"
"211","nb129.11","age stop having -high bp"
"212","nb127.12","age first diagnosed -depression"
"213","nb128.12","age first diagnosed-dk-depression"
"214","nb129.12","age stop having -depression"
"215","nb127.13","age first diagnosed-drug probs"
"216","nb128.13","age first diagnosed-dk-drug probs"
"217","nb129.13","age stop having-drug probs"
"218","nb127.14","age first diagnosed -psych probs"
"219","nb128.14","age first diagnosed-dk-psych probs"
"220","nb129.14","age stop having -psych probs"
"221","nb020","rate family financial situation - ses"
"222","nb021","move due to financial difficulty"
"223","nb022","family get financial help in childhood"
"224","nb023","father unemployed during childhood"
"225","nb024m","father usual occupation-masked"
"226","nb025","live with grandparents during childhood"
"227","nb078","live w/ mother 6 months or more as adult"
"228","nb079","did move help you- your mother- or both"
"229","nb080","sibs live w/ moth 6 mo or more as adult"
"230","nb081","move made to help mother-siblings-both"
"231","nb026","father education- highest grade"
"232","nb027","mother education- highest grade"
"233","nb088","mother work during childhood"
"234","nb028","r hispanic/latino"
"235","nb029m1m","type hispanic - masked -1"
"236","nb029m2m","type hispanic - masked -2"
"237","nb029m3m","type hispanic - masked -3"
"238","nb089m1m","r race - multiple response -1 masked"
"239","nb089m2m","r race - multiple response -2 masked"
"240","nb089m3m","r race - multiple response -3 masked"
"241","nb091m","r race - primary - masked"
"242","nb033","number children ever"
"243","nb034","number living children"
"244","nb035","r served in military"
"245","nb036","year military begin"
"246","nb037","year military end"
"247","nb038","military related disability"
"248","nb095","military service-confirm"
"249","nb096","military rank when left"
"250","nb097","ever fire weapon"
"251","nb039","year moved to main residence"
"252","nb040","month moved to main residence"
"253","nb041m1","reasons for move-1"
"254","nb041m2","reasons for move-2"
"255","nb044","live gen area before"
"256","nb045","number years living in area"
"257","nb046","since year living in main area"
"258","nb047m","st/country r lived during school-masked"
"259","nb049","lived rural area during school"
"260","nb050","r religious preference"
"261","nb052m","denomination- masked"
"262","nb082","how often attend religious serv"
"263","nb093","friends in congregation"
"264","nb094","relatives in congregation"
"265","nb053","importance of religion"
"266","nb054","english usually spoken in home"
"267","nb055","new marriage since previous wave"
"268","nb056","between wave marriage start-month"
"269","nb057","between wave marriage start-year"
"270","nb058","divorce/widow since previous wave"
"271","nb059","between wave divorce/widow-month"
"272","nb060","between wave divorce/widow-year"
"273","nb061","marital status if unmarried"
"274","nb065","number of marriages"
"275","nb066.1","first marriage year began"
"276","nb067.1","first marriage month began"
"277","nb068.1","first marriage end divorce/widow"
"278","nb070.1","first marriage-years marriage"
"279","nb066.2","second marriage year began"
"280","nb067.2","second marriage month began"
"281","nb068.2","second marriage end divorce/widow"
"282","nb070.2","second marriage-years marriage"
"283","nb066.3","third marriage year began"
"284","nb067.3","third marriage month began"
"285","nb068.3","third marriage end divorce/widow"
"286","nb070.3","third marriage-years marriage"
"287","nb066.4","fourth marriage year began"
"288","nb067.4","fourth marriage month began"
"289","nb068.4","fourth marriage end divorce/widow"
"290","nb070.4","fourth marriage-years married"
"291","nb063","marital status assigned"
"292","nb076","assist section b-demographics"
"293","nc231","offset 2002 interval 2"
"294","nc234","offset 1996 interval 2"
"295","nc235","offset 2006 interval 3"
"296","nc239","offset 2008 interval 2"
"297","nc248","offset 2010 interval 2"
"298","nc185","different reporter from prev iw"
"299","nc001","rate health"
"300","nc002","compare health to previous wave"
"301","nc005","high blood pressure"
"302","nc006","blood pressure medication"
"303","nc008","blood pressure under control"
"304","nc009","high blood pressure- worse/same"
"305","nc211","blood pressure checked since last iw"
"306","nc212","blood pressure checked-year"
"307","nc213","blood pressure check- bf/after last iw"
"308","nc010","diabetes"
"309","nc214","year diabetes first diagnosed"
"310","nc011","swallowed medication for diabetes"
"311","nc012","taking insulin - diabetes"
"312","nc236","doc recommend insulin - diabetes"
"313","nc015","diabetes under control"
"314","nc016","diabetes better/worse/same"
"315","nc017","kidney trouble due to diabetes"
"316","nc215","blood test for blood sugar"
"317","nc216","blood test for blood sugar- year"
"318","nc217","blood sugar test-bf/after last iw"
"319","nc018","cancer of any kind excluding skin"
"320","nc019","r seen doc concerning cancer"
"321","nc020","past cancer treated"
"322","nc232u1","branchpoint for c232y"
"323","nc021m1","cancer treatment-type- 1"
"324","nc021m2","cancer treatment-type- 2"
"325","nc021m3","cancer treatment-type- 3"
"326","nc021m4","cancer treatment-type- 4"
"327","nc021m5","cancer treatment-type -5"
"328","nc021m6","cancer treatment-type -6"
"329","nc023","cancer better/worse/same now"
"330","nc024","new cancer excluding skin"
"331","nc028","year recent cancer"
"332","nc029","month recent cancer"
"333","nc030","lung disease"
"334","nc031","lung disease better/worse/same"
"335","nc032","lung medication"
"336","nc033","lung oxygen"
"337","nc034","lung respiratory therapy"
"338","nc035","lung limit activity"
"339","nc036","heart condition"
"340","nc037","heart medication"
"341","nc038","has r seen heart doctor"
"342","nc039","heart better/worse/same"
"343","nc257","ever had heart attack"
"344","nc258","year first had heart attack"
"345","nc259","month first had heart attack"
"346","nc274","had other heart attacks"
"347","nc275","number of other heart attacks"
"348","nc276","year of most recent heart attack"
"349","nc277","month of most recent heart attack"
"350","nc040","heart attack"
"351","nc041","r seen doctor for heart attack"
"352","nc042","heart attack medication"
"353","nc043","yr recent heart attack"
"354","nc044","mo recent heart attack"
"355","nc260","ever had angina"
"356","nc261","year had first angina"
"357","nc262","month had first angina"
"358","nc045","angina"
"359","nc046","angina medication"
"360","nc047","limit activities due to angina"
"361","nc263","ever had heart failure"
"362","nc264","year first had heart failure"
"363","nc265","month first had heart failure"
"364","nc048","congestive heart failure"
"365","nc049","hospitalized due to heart failure"
"366","nc050","congestive heart failure medication"
"367","nc266","ever had abnormal heart rhythm"
"368","nc267","year first had abnormal heart rhythm"
"369","nc268","month first had abnormal heart rhythm"
"370","nc269","recent report abnormal heart rhythm"
"371","nc282","heart rhythm medication"
"372","nc270m1","type heart disease - 1"
"373","nc051","heart treatment"
"374","nc052","heart surgery"
"375","nc053","stroke"
"376","nc054","r seen doctor for stroke"
"377","nc055","stroke problems"
"378","nc060","stroke medication"
"379","nc061","stroke therapy"
"380","nc062","another stroke since previous wave"
"381","nc064","most recent stroke-year"
"382","nc063","most recent stroke-month"
"383","nc065","emotional/psychiatric problems"
"384","nc271","ever had depression"
"385","nc066","psychiatric problems better/worse/same"
"386","nc067","psychiatric treatment"
"387","nc068","psychiatric medication"
"388","nc272","ever had alzheimers"
"389","nc273","ever had dementia"
"390","nc210","prescription for memory problem"
"391","nc070","arthritis"
"392","nc071","arthritis better/worse/same"
"393","nc072","r seen doctor for arthritis"
"394","nc074","arthritis medication"
"395","nc075","arthritis limit activity"
"396","nc076","arthritis joint replace"
"397","nc218","arthritis joint replace- type"
"398","nc077m1","which joint- 1"
"399","nc077m2","which joint- 2"
"400","nc077m3","which joint- 3"
"401","nc077m4","which joint- 4"
"402","nc219","arthritis type- osteoarthritis"
"403","nc220","arthritis type- rheumatoid"
"404","nc221","arthritis type- gout/lupus"
"405","nc222","arthritis type- related to injury"
"406","nc240","has had shingles"
"407","nc246","shingles vaccine"
"408","nc280","has osteoporosis"
"409","nc281","had bone density test for osteoporosis"
"410","nc079","fallen in past two years"
"411","nc080","number times fallen"
"412","nc081","injury due to fall"
"413","nc082","broken hip"
"414","nc087","incontinence"
"415","nc088","incontinence # days"
"416","nc089","incontinence 5 days dk-1"
"417","nc090","incontinence 15 days dk-2"
"418","nc091","leak urine- amount"
"419","nc092","leak urine - coughing"
"420","nc093","leak urine - with urge to urinate"
"421","nc095","rate eyesight"
"422","nc096","rate distal vision"
"423","nc097","rate near vision"
"424","nc098","cataract surgery"
"425","nc099","cataract surgery on one or both eyes"
"426","nc100","cataract implant lens"
"427","nc101","glaucoma"
"428","nc237","lost permanent teeth"
"429","nc102","wear hearing aid"
"430","nc103","rate hearing"
"431","nc083","trouble falling asleep"
"432","nc084","trouble waking up during night"
"433","nc085","trouble waking up too early"
"434","nc086","feel rested in morning"
"435","nc232u2","medications to sleep"
"436","nc233","medications recommended by doctor"
"437","nc104","troubled with pain"
"438","nc105","degree pain most of time"
"439","nc106","does pain limit activities"
"440","nc107","other medical conditions"
"441","nc108m1m","other medical conditions-sp-masked-1"
"442","nc278","had pneumonia vaccination"
"443","nc109","preventative flu shot since prev wave"
"444","nc110","cholesterol test since prev wave"
"445","nc279","colonoscopy since prev wave"
"446","nc112","mammogram/xray of breast since prev wave"
"447","nc113","pap smear since prev wave"
"448","nc249","had hysterectomy"
"449","nc250","how old hysterectomy"
"450","nc251","hysterectomy after last menstrual period"
"451","nc252","menopause stage"
"452","nc253","how old finished menopause"
"453","nc254","older than 50"
"454","nc255","older than 45"
"455","nc256","older than 55"
"456","nc114","prostate exam since prev wave"
"457","nc223","how often vigorous activity"
"458","nc224","how often moderate activity"
"459","nc225","how often mild activity"
"460","nc116","ever smoke"
"461","nc117","smoke cigarettes now"
"462","nc118","num cigarettes smoked per day"
"463","nc119","num packs smoked per day"
"464","nc120","age start smoking"
"465","nc121","yr started smoking"
"466","nc122","yrs ago started smoking"
"467","nc123","num cigs per day-  when smoked most"
"468","nc124","num packs per day- when smoked most"
"469","nc125","yrs ago stop smoking"
"470","nc126","yr stop smoking"
"471","nc127","age stop smoking"
"472","nc128","ever drink alcohol"
"473","nc129","number days per week- drink alcohol"
"474","nc130","number drinks- per day"
"475","nc131","binge drinking"
"476","nc134","had 12+ drinks of alcohol over entire life"
"477","nc135","r felt need to cut down drinking"
"478","nc136","felt annoyed by criticism about drinking"
"479","nc137","guilt over drinking"
"480","nc138","ever drink in the morning"
"481","nc139","weight in pounds"
"482","nc140","weight gain/loss 10 lbs. since prev wave"
"483","nc226","most ever weigh- pounds"
"484","nc228","most ever weigh- what age"
"485","nc228a","most ever weigh- what year"
"486","nc141","height feet"
"487","nc142","height inches"
"488","nc143","swelling feet/ankles"
"489","nc144","shortness of breath"
"490","nc145","ever been dizzy"
"491","nc146","back pain or problems"
"492","nc147","persistent headache"
"493","nc148","severe fatigue"
"494","nc149","persistent cough/wheeze/phlegm"
"495","nc229","days in bed"
"496","nc150","felt depressed in past yr"
"497","nc151","depressed what portion of day"
"498","nc152","depressed every day"
"499","nc153","loss of interest"
"500","nc154","feeling tired"
"501","nc155","lose appetite"
"502","nc156","appetite increase"
"503","nc157","trouble fall asleep"
"504","nc158","freq of trouble falling asleep"
"505","nc159","trouble concentrating"
"506","nc160","feeling down on yourself"
"507","nc161","thoughts about death"
"508","nc162","checkpoint depression"
"509","nc163","depressed review weeks"
"510","nc164","depressed review mos"
"511","nc165","depressed review entire year"
"512","nc166","most recent mo- sad/depressed"
"513","nc167","lose interest- cidi"
"514","nc168","lose interest often- cidi"
"515","nc169","lose interest dysfunction- cidi"
"516","nc170","feeling tired- cidi"
"517","nc171","lost appetite- cidi"
"518","nc172","appetite increase- cidi"
"519","nc173","trouble falling asleep- cidi"
"520","nc174","frequency of sleep trouble- cidi"
"521","nc175","trouble concentrate- cidi"
"522","nc176","feeling down on oneself- cidi"
"523","nc177","interest in death- cidi"
"524","nc178","review checkpoint- section c"
"525","nc179","review loss of interest-weeks"
"526","nc180","review loss of interest-months"
"527","nc181","review loss of interest-entire year"
"528","nc182","review loss of interest- most recent mo"
"529","nc183","assist section c - health"
"530","nd190","altwave flag for d159 and d178 sequences"
"531","nd101","rate memory"
"532","nd102","rate memory past"
"533","nd103","words preamble"
"534","nd104","d104 word list assignment"
"535","nd182m1","word recall immediate - 1"
"536","nd182m2","word recall immediate - 2"
"537","nd182m3","word recall immediate - 3"
"538","nd182m4","word recall immediate - 4"
"539","nd182m5","word recall immediate - 5"
"540","nd182m6","word recall immediate - 6"
"541","nd182m7","word recall immediate - 7"
"542","nd182m8","word recall immediate - 8"
"543","nd182m9","word recall immediate - 9"
"544","nd182m10","word recall immediate - 10"
"545","nd182m11","word recall immediate - 11"
"546","nd182m12","word recall immediate - 12"
"547","nd182m13","word recall immediate - 13"
"548","nd174","number good - immediate"
"549","nd175","number wrong - immediate"
"550","nd176","number forgotten - immediate"
"551","nd177","none remembered - immediate - flag"
"552","nd108m1","d108m iwer checkpoint -1"
"553","nd108m2","d108m iwer checkpoint -2"
"554","nd108m3","d108m iwer checkpoint -3"
"555","nd108m4","d108m iwer checkpoint"
"556","nd188","d188 iwer checkpoint"
"557","nd110","feeling depressed w/in prev wk"
"558","nd111","felt activities were efforts"
"559","nd112","was sleep restless w/in prev wk"
"560","nd113","was r happy w/in prev wk"
"561","nd114","loneliness felt w/in prev wk"
"562","nd115","enjoyed life w/in prev wk"
"563","nd116","felt sad w/in prev wk"
"564","nd117","felt unmotivated w/in prev wk"
"565","nd118","felt full of energy w/in prev wk"
"566","nd120","count 20 - first try"
"567","nd122","intro-end 1st try cnt backwards"
"568","nd124","iwer check 20-1st try"
"569","nd125","intro count backwards 2nd try"
"570","nd127","intro end cnt backwards 2nd try"
"571","nd129","iwer check 20- second try"
"572","nd130","intro count backwards 86-1st try"
"573","nd132","end count backwards 86-1st try"
"574","nd134","iwer check 86-1st try"
"575","nd135","count 86/ start over/ second try"
"576","nd137","continue/start over/ second try"
"577","nd139","correct count 86/ start over/ second try"
"578","nd142","series minus 7- 1"
"579","nd143","series minus 7- 2"
"580","nd144","series minus 7- 3"
"581","nd145","series minus 7- 4"
"582","nd146","series minus 7- 5"
"583","nd189","d189 iwer checkpoint"
"584","nd183m1","word recall delayed - 1"
"585","nd183m2","word recall delayed - 2"
"586","nd183m3","word recall delayed - 3"
"587","nd183m4","word recall delayed - 4"
"588","nd183m5","word recall delayed - 5"
"589","nd183m6","word recall delayed - 6"
"590","nd183m7","word recall delayed - 7"
"591","nd183m8","word recall delayed - 8"
"592","nd183m9","word recall delayed - 9"
"593","nd183m10","word recall delayed - 10"
"594","nd183m11","word recall delayed - 11"
"595","nd183m12","word recall delayed - 12"
"596","nd183m13","word recall delayed - 13"
"597","nd183m14","word recall delayed - 14"
"598","nd183m15","word recall delayed - 15"
"599","nd184","number good - delayed"
"600","nd185","number wrong - delayed"
"601","nd186","number forgotten - delayed"
"602","nd187","none remembered - delayed"
"603","nd191","wordlist check did r use aid"
"604","nd150","cognition intro"
"605","nd151","todays date- month"
"606","nd152","todays date- day"
"607","nd153","todays date- year"
"608","nd154","todays date- day of week"
"609","nd155","tool used to cut paper"
"610","nd156","name of prickly desert plant"
"611","nd157","who is the president of us"
"612","nd158","who is the vice-president of us"
"613","nd159","d159 continue iw- vocab words"
"614","nd161","meaning of repair/conceal"
"615","nd163","meaning of fabric/enormous"
"616","nd165","meaning of domestic/perimeter"
"617","nd167","meaning of remorse/compassion"
"618","nd169","meaning of plagiarize/audacious"
"619","nd178","chance get disease"
"620","nd179","lottery split 5 ways"
"621","nd180","interest on savings"
"622","nd194","intro to animals"
"623","nd196","total animals answers"
"624","nd197","animal mistakes"
"625","nd198","animal mistakes number"
"626","nd199","timing tool used"
"627","nd245m1","animal name problems -1"
"628","nd245m2","animal name problems -2"
"629","nd245m3","animal name problems -3"
"630","nd200","intro-quantitative number series"
"631","nd240","intro-quantitative number series"
"632","nd241","intro-quantitative number series"
"633","nd242","intro-quantitative number series"
"634","nd201","number series-g1"
"635","nd202","number series-h1"
"636","nd203","number series-i1"
"637","nd204","number series-a1"
"638","nd205","number series-b1"
"639","nd206","number series-c1"
"640","nd207","number series-d1"
"641","nd208","number series-e1"
"642","nd209","number series-f1"
"643","nd210","number series-j1"
"644","nd211","number series-k1"
"645","nd212","number series-l1"
"646","nd213","number series-m1"
"647","nd214","number series-n1"
"648","nd215","number series-o1"
"649","nd221","number series-g2"
"650","nd222","number series-h2"
"651","nd223","number series-i2"
"652","nd224","number series-a2"
"653","nd225","number series-b2"
"654","nd226","number series-c2"
"655","nd227","number series-d2"
"656","nd228","number series-e2"
"657","nd229","number series-f2"
"658","nd230","number series-j2"
"659","nd231","number series-k2"
"660","nd232","number series-l2"
"661","nd233","number series-m2"
"662","nd234","number series-n2"
"663","nd235","number series-o2"
"664","nd247","number series-o2"
"665","nd249","intro verbal analogies"
"666","nd250","verbal analogies night dark"
"667","nd251","verbal analogies tomato carrot"
"668","nd252","verbal analogies two duet"
"669","nd265","va calc 1-3"
"670","nd253","verbal analogies cat kitten"
"671","nd254","verbal analogies sky blue"
"672","nd255","verbal analogies son father"
"673","nd256","verbal analogies lion den"
"674","nd257","verbal analogies bird feather"
"675","nd258","verbal analogies car gasoline"
"676","nd259","verbal analogies lion kangaroo"
"677","nd260","verbal analogies doctor vet"
"678","nd261","verbal analogies walnut corn"
"679","nd262","verbal analogies ring belt"
"680","nd263","verbal analogies switch dark"
"681","nd264","verbal analogies bedroom kitchen"
"682","nd270","verbal analogies spring winter"
"683","nd271","verbal analogies ear two"
"684","nd272","verbal analogies sentence equation"
"685","nd285","va calc 1-3"
"686","nd273","verbal analogies dad man"
"687","nd274","verbal analogies grandmother mother"
"688","nd275","verbal analogies dog bark"
"689","nd276","verbal analogies man men"
"690","nd277","verbal analogies summer winter"
"691","nd278","verbal analogies milk egg"
"692","nd279","verbal analogies egg yolk"
"693","nd280","verbal analogies shampoo toothpaste"
"694","nd281","verbal analogies today yesterday"
"695","nd282","verbal analogies flooding abundant"
"696","nd283","verbal analogies challenger champion"
"697","nd284","verbal analogies picture field"
"698","nd216","ns calc 1-3"
"699","nd217","ns total rf"
"700","nd170","tics score count"
"701","nd172","d172 flag assist - d"
"702","nd171","assist section d - cognitive"
"703","nd501","rate memory- pc"
"704","nd502","compare mem to prev wave- pc"
"705","nd505","mem/intelligence intro- p c"
"706","nd506","rate r at remembering things- pc"
"707","nd507","organization improved- pc"
"708","nd508","organization worse- pc"
"709","nd509","rate r at remembering recent events- pc"
"710","nd510","remembering recent events improved- pc"
"711","nd511","remembering recent events worse- pc"
"712","nd512","rate r at conversation recall- pc"
"713","nd513","conversation recall improved- pc"
"714","nd514","conversation recall worse- pc"
"715","nd515","rate remembering own phone num- pc"
"716","nd516","remembering own phone num improve- pc"
"717","nd517","remembering own phone num worse- pc"
"718","nd518","rate remembering current dy/mo- pc"
"719","nd519","remembering current dy/mo improve- pc"
"720","nd520","remembering current dy/mo worse- pc"
"721","nd521","rate remembering where things kept- pc"
"722","nd522","where things are kept improved- pc"
"723","nd523","where things are kept worse- pc"
"724","nd524","rate finding things in diff places- pc"
"725","nd525","finding things improved- pc"
"726","nd526","finding things worse- pc"
"727","nd527","rate working with familiar machines- pc"
"728","nd528","working with familiar machines impr- pc"
"729","nd529","working with familiar machines worse- pc"
"730","nd530","rate learning new machines- pc"
"731","nd531","learning new machines improved- pc"
"732","nd532","learning new machines worse- pc"
"733","nd533","rate learning new things in general- pc"
"734","nd534","learning ability improve- pc"
"735","nd535","learning ability worse- pc"
"736","nd536","rate ability to follow story- pc"
"737","nd537","ability to follow story improve- pc"
"738","nd538","ability to follow story worse- pc"
"739","nd539","rate making decisions- pc"
"740","nd540","make decisions improve- pc"
"741","nd541","make decisions worse- pc"
"742","nd542","rate handling shopping money- pc"
