year,old_name,new_name,reversed,note
2008.0,lb066.3,3rd_marriage_mth,NA,NA
2008.0,lb067.3,3rd_marriage_yr,NA,NA
2008.0,lb066.4,4th_marriage_mth,NA,NA
2008.0,lb067.4,4th_marriage_yr,NA,NA
2008.0,lb056,btw_wave_marriage_mth,NA,NA
2008.0,lb057,btw_wave_marriage_yr,NA,NA
2008.0,la009,proxy_interview,NA,NA
2008.0,la011,proxy_ratiing_cognitive,NA,NA
2008.0,la012,interview_language,NA,NA
2008.0,la019,age_at_visit,NA,NA
2008.0,la028,nursing_home,NA,NA
2008.0,lb002,us_born,NA,NA
2008.0,lb006,arrive_us_year,NA,NA
2008.0,lb020,ses,NA,NA
2008.0,lb050,religion,NA,NA
2008.0,lb082,religious_service,NA,NA
2008.0,lb053,religion_importance,NA,NA
2008.0,lb054,english_household,NA,NA
2008.0,lb065,number_marriages,NA,NA
2008.0,lb063,married,NA,NA
2008.0,gender,male,NA,NA
2008.0,race,race,NA,NA
2008.0,hispanic,hispanic,NA,NA
2008.0,degree,degree,NA,NA
2010.0,ma500,interview_mth,NA,NA
2010.0,ma501,interview_yr,NA,NA
2010.0,ma065,nursing_home_mth,NA,NA
2010.0,ma066,nursing_home_yr,NA,NA
2010.0,mb066.1,1st_marriage_mth,NA,NA
2010.0,mb067.1,1st_marriage_yr,NA,NA
2010.0,mb066.2,2nd_marriage_mth,NA,NA
2010.0,mb067.2,2nd_marriage_yr,NA,NA
2010.0,mb066.3,3rd_marriage_mth,NA,NA
2010.0,mb067.3,3rd_marriage_yr,NA,NA
2010.0,mb066.4,4th_marriage_mth,NA,NA
2010.0,mb067.4,4th_marriage_yr,NA,NA
2010.0,mb056,btw_wave_marriage_mth,NA,NA
2010.0,mb057,btw_wave_marriage_yr,NA,NA
2010.0,ma009,proxy_interview,NA,NA
2010.0,ma011,proxy_ratiing_cognitive,NA,NA
2010.0,ma012,interview_language,NA,NA
2010.0,ma019,age_at_visit,NA,NA
2010.0,ma028,nursing_home,NA,NA
2010.0,mb002,us_born,NA,NA
2010.0,mb006,arrive_us_year,NA,NA
2010.0,mb020,ses,NA,NA
2010.0,mb050,religion,NA,NA
2010.0,mb082,religious_service,NA,NA
2010.0,mb053,religion_importance,NA,NA
2010.0,mb054,english_household,NA,NA
2010.0,mb065,number_marriages,NA,NA
2010.0,mb063,married,NA,NA
2010.0,v.gender,male,NA,NA
2010.0,mb091m,race,NA,NA
2010.0,mb028,hispanic,NA,NA
2010.0,mb017m,degree,NA,NA
2012.0,na500,interview_mth,NA,NA
2012.0,na501,interview_yr,NA,NA
2012.0,na065,nursing_home_mth,NA,NA
2012.0,na066,nursing_home_yr,NA,NA
2012.0,nb066.1,1st_marriage_mth,NA,NA
2012.0,nb067.1,1st_marriage_yr,NA,NA
2012.0,nb066.2,2nd_marriage_mth,NA,NA
2012.0,nb067.2,2nd_marriage_yr,NA,NA
2012.0,nb066.3,3rd_marriage_mth,NA,NA
2012.0,nb067.3,3rd_marriage_yr,NA,NA
2012.0,nb066.4,4th_marriage_mth,NA,NA
2012.0,nb067.4,4th_marriage_yr,NA,NA
2012.0,nb056,btw_wave_marriage_mth,NA,NA
2012.0,nb057,btw_wave_marriage_yr,NA,NA
2012.0,na009,proxy_interview,NA,NA
2012.0,na011,proxy_ratiing_cognitive,NA,NA
2012.0,na012,interview_language,NA,NA
2012.0,na019,age_at_visit,NA,NA
2012.0,na028,nursing_home,NA,NA
2012.0,nb002,us_born,NA,NA
2012.0,nb006,arrive_us_year,NA,NA
2012.0,nb020,ses,NA,NA
2012.0,nb050,religion,NA,NA
2012.0,nb082,religious_service,NA,NA
2012.0,nb053,religion_importance,NA,NA
2012.0,nb054,english_household,NA,NA
2012.0,nb065,number_marriages,NA,NA
2012.0,nb063,married,NA,NA
2012.0,v.gender,male,NA,NA
2012.0,nb091m,race,NA,NA
2012.0,nb028,hispanic,NA,NA
2012.0,nb017m,degree,NA,NA
2014.0,oa500,interview_mth,NA,NA
2014.0,oa501,interview_yr,NA,NA
2014.0,oa065,nursing_home_mth,NA,NA
2014.0,oa066,nursing_home_yr,NA,NA
2014.0,ob066.1,1st_marriage_mth,NA,NA
2014.0,ob067.1,1st_marriage_yr,NA,NA
2014.0,ob066.2,2nd_marriage_mth,NA,NA
2014.0,ob067.2,2nd_marriage_yr,NA,NA
2014.0,ob066.3,3rd_marriage_mth,NA,NA
2014.0,ob067.3,3rd_marriage_yr,NA,NA
2014.0,ob066.4,4th_marriage_mth,NA,NA
2014.0,ob067.4,4th_marriage_yr,NA,NA
2014.0,ob056,btw_wave_marriage_mth,NA,NA
2014.0,ob057,btw_wave_marriage_yr,NA,NA
2014.0,oa009,proxy_interview,NA,NA
2014.0,oa011,proxy_ratiing_cognitive,NA,NA
2014.0,oa012,interview_language,NA,NA
2014.0,oa019,age_at_visit,NA,NA
2014.0,oa028,nursing_home,NA,NA
2014.0,ob002,us_born,NA,NA
2014.0,ob006,arrive_us_year,NA,NA
2014.0,ob020,ses,NA,NA
2014.0,ob050,religion,NA,NA
2014.0,ob082,religious_service,NA,NA
2014.0,ob054,english_household,NA,NA
2014.0,ob065,number_marriages,NA,NA
2014.0,ob063,married,NA,NA
2014.0,v.gender,male,NA,NA
2014.0,ob091m,race,NA,NA
2014.0,ob028,hispanic,NA,NA
2014.0,ob017m,degree,NA,NA
